SPAWNCLASS	spawnClass	code	pickType	rememberPick	pick1	spawn1	count1	weight1	pick2	spawn2	count2	weight2	pick3	spawn3	count3	weight3	pick4	spawn4	count4	weight4	pick5	spawn5	count5	weight5	pick6	spawn6	count6	weight6	pick7	spawn7	count7	weight7	pick8	spawn8	count8	weight8
"3,63,0,-1,0,-1"	sc_L26toL30_sewers_medium	21321	1	1	1	89	"710,26,1,26,3,3,33,0"	1	1	459	"710,26,1,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_alleys	21577	1	1	3	389	"26,1,0"	1	3	390	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_alleys_imps	21833	1	0	3	14	"26,1,0"	2	3	391	"26,1,0"	1	1	519	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_alleys_summoner	22089	1	0	1	623	"26,1,0"	1	3	391	"26,1,0"	1	1	89	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_alleys_big	22345	1	1	1	67	"710,26,1,26,2,3,33,0"	1	1	213	"26,1,0"	1	1	427	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_hellrift	22601	1	0	1	395	"26,1,0"	1	1	488	"710,26,2,26,4,3,33,0"	3	3	393	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_hellrift_thing	22857	1	1	1	64	"710,26,1,26,3,3,33,0"	1	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_crypts	23113	1	0	3	395	"26,1,0"	1	3	396	"26,1,0"	2	3	397	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_crypts_big	24905	1	1	1	512	"26,1,0"	1	1	213	"26,1,0"	1	1	427	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_crypts_medium	25161	1	1	3	37	"26,1,0"	1	1	395	"26,1,0"	1	1	646	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_crypts_small	25417	1	1	3	35	"710,26,2,26,7,3,33,0"	1	1	459	"710,26,1,26,3,3,33,0"	1	1	7	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L26toL30_helldungeon	25673	1	0	3	399	"26,1,0"	3	3	400	"26,1,0"	6	3	401	"26,1,0"	12	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_helldungeon_big	25929	1	1	1	512	"710,26,1,26,2,3,33,0"	1	1	64	"710,26,1,26,2,3,33,0"	1	1	186	"710,26,1,26,2,3,33,0"	2	1	49	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_helldungeon_medium	26185	1	1	1	390	"710,26,1,26,3,3,33,0"	1	1	488	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L26toL30_helldungeon_small	26441	1	1	3	35	"710,26,2,26,7,3,33,0"	1	1	309	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Test_of_Hope	28493	1	0	3	403	"26,1,0"	4	3	404	"26,1,0"	6	3	37	"26,1,0"	3	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_TestofHope_big	28749	1	1	1	512	"710,26,1,26,2,3,33,0"	1	1	64	"710,26,1,26,2,3,33,0"	1	1	405	"710,26,1,26,2,3,33,0"	1	1	49	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_TestofHope_medium	29005	1	1	1	390	"710,26,1,26,3,3,33,0"	1	1	488	"710,26,1,26,3,3,33,0"	1	1	186	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_STPAULS_hellgate	29261	1	0	3	406	"26,1,0"	2	3	407	"26,1,0"	6	3	275	"710,26,1,26,3,3,33,0"	2	3	275	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_STPAULS_hellgate_big	29517	1	1	1	512	"710,26,1,26,3,3,33,0"	1	1	64	"710,26,1,26,3,3,33,0"	1	1	430	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_STPAULS_hellgate_small	30029	1	1	3	14	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_HELL	26957	1	0	3	409	"26,1,0"	1	3	410	"26,1,0"	1	3	411	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_HELL_big	27213	1	1	1	512	"710,26,1,26,3,3,33,0"	1	1	64	"710,26,1,26,3,3,33,0"	1	1	405	"710,26,1,26,3,3,33,0"	1	1	430	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_HELL_medium	27469	1	1	1	334	"710,26,2,26,7,3,33,0"	1	1	390	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_HELL_small	27725	1	1	3	412	"26,1,0"	1	3	413	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_HELL_imps	27981	1	0	3	14	"26,1,0"	3	3	14	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_HELL_diggers	28237	1	0	3	31	"26,1,0"	3	3	31	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_river	19274	1	0	3	415	"26,1,0"	3	3	416	"26,1,0"	3	3	417	"26,1,0"	5	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_river_big1	19530	1	1	3	121	"26,1,0"	1	3	37	"26,1,0"	2	1	430	"710,26,1,26,2,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_river_big2	19786	1	1	1	320	"710,26,1,26,2,3,33,0"	1	1	405	"710,26,1,26,2,3,33,0"	1	1	67	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_river_stuff	20042	1	1	3	14	"710,26,1,26,2,3,33,0"	1	3	31	"710,26,1,26,2,3,33,0"	2	1	445	"710,26,4,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_bigcity	20298	1	0	3	419	"26,1,0"	2	3	420	"26,1,0"	4	3	421	"26,1,0"	6	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_bigcity_big	20554	1	1	3	121	"26,1,0"	1	1	627	"710,26,1,26,2,3,33,0"	2	1	320	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_bigcity_medium	20810	1	1	1	49	"710,26,1,26,2,3,33,0"	1	1	390	"710,26,2,26,5,3,33,0"	1	1	89	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_bigcity_small	21066	1	1	3	35	"710,26,5,26,13,3,33,0"	2	1	296	"710,26,2,26,6,3,33,0"	1	1	282	"710,26,2,26,6,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_tubes	21322	1	0	3	423	"26,1,0"	1	3	424	"26,2,0"	1	3	425	"26,3,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_tubes_big	21578	1	1	1	186	"710,26,1,26,2,3,33,0"	1	1	213	"710,26,1,26,2,3,33,0"	1	1	430	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_tubes_medium	21834	1	1	1	652	"710,26,1,26,3,3,33,0"	3	1	488	"710,26,3,26,6,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_tubes_small	22090	1	1	3	35	"710,26,5,26,9,3,33,0"	2	3	14	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_minirooms	22346	1	1	3	427	"26,1,0"	1	3	428	"26,1,0"	1	3	429	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_minirooms_husk	22602	1	0	1	395	"710,26,1,26,3,3,33,0"	1	1	514	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,5,26,9,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_minirooms_summoner	22858	1	0	1	186	"710,26,1,26,3,3,33,0"	1	3	31	"26,1,0"	2	1	7	"710,26,4,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_minirooms_hellmeat	23114	1	0	1	213	"710,26,1,26,3,3,33,0"	1	1	89	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,5,26,9,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_sewers	25674	1	1	3	431	"26,1,0"	1	3	432	"26,1,0"	1	3	433	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_sewers_gremlins	25930	1	0	3	14	"710,26,1,26,2,3,33,0"	3	1	395	"710,26,1,26,2,3,33,0"	1	1	296	"710,26,2,26,5,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_sewers_summoner	26186	1	0	1	627	"710,26,1,26,2,3,33,0"	1	1	488	"710,26,3,26,6,3,33,0"	2	1	282	"710,26,2,26,5,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_sewers_number3	26442	1	0	1	213	"710,26,1,26,2,3,33,0"	1	1	514	"710,26,2,26,4,3,33,0"	2	3	35	"710,26,5,26,9,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_alleys	26698	1	1	3	435	"26,1,0"	1	3	436	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_alleys_diggers	26954	1	0	3	31	"26,1,0"	3	3	437	"26,1,0"	1	3	438	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_alleys_bms	27210	1	0	3	437	"26,1,0"	1	3	438	"26,1,0"	2	3	439	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_alleys_big	27466	1	1	3	37	"26,1,0"	1	1	395	"710,26,1,26,2,3,33,0"	1	1	67	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_alleys_medium	27722	1	1	1	390	"710,26,2,26,4,3,33,0"	1	1	488	"710,26,2,26,4,3,33,0"	2	1	652	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_alleys_small	27978	1	1	1	459	"710,26,2,26,4,3,33,0"	1	1	445	"710,26,3,26,6,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_hellrift	25162	1	0	1	395	"26,1,0"	1	1	488	"710,26,2,26,4,3,33,0"	3	3	441	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_hellrift_thing	25418	1	1	1	64	"710,26,1,26,3,3,33,0"	1	3	37	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_crypts	28234	1	0	3	443	"26,1,0"	1	3	444	"26,1,0"	2	3	445	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_crypts_big	28490	1	1	1	67	"710,26,1,26,3,3,33,0"	1	1	320	"710,26,1,26,3,3,33,0"	1	1	186	"710,26,1,26,3,3,33,0"	1	1	430	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_crypts_medium	28746	1	1	1	514	"710,26,2,26,4,3,33,0"	1	1	89	"710,26,1,26,3,3,33,0"	1	1	488	"710,26,2,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_crypts_something	29002	1	1	3	31	"710,26,1,26,2,3,33,0"	1	1	627	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L31UP_helldungeon	29258	1	1	3	447	"26,1,0"	1	3	448	"26,1,0"	1	3	449	"26,1,0"	1	3	450	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_helldungeon_giants	29514	1	0	3	120	"26,1,0"	1	3	121	"26,1,0"	1	3	37	"26,1,0"	1	1	459	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_helldungeon_imps	29770	1	0	3	14	"710,26,1,26,2,3,33,0"	3	1	320	"710,26,1,26,3,3,33,0"	2	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_helldungeon_summoner	30026	1	0	1	627	"710,26,1,26,3,3,33,0"	2	1	652	"710,26,1,26,3,3,33,0"	3	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L31UP_helldungeon_diggers	30282	1	0	3	31	"710,26,1,26,2,3,33,0"	2	1	395	"710,26,1,26,2,3,33,0"	1	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_redlionsquare	21323	1	0	1	191	"26,1,0"	2	1	519	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Holborn_Access_Shafts	22091	1	1	3	453	"26,1,0"	1	3	454	"26,1,0"	1	3	455	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Holborn_Access_Shafts_blood	22347	1	0	1	540	"26,1,0"	3	1	7	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Holborn_Access_Shafts_spined	22603	1	0	1	540	"26,1,0"	3	1	474	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Holborn_Access_Shafts_ghouls	22859	1	0	1	540	"26,1,0"	3	1	309	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Upper_Kingsway_Sewers	23115	1	1	3	459	"26,1,0"	2	3	458	"26,1,0"	1	3	457	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Upper_Kingsway_Sewers_stalkers	24907	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	470	"710,26,1,26,3,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Upper_Kingsway_Sewers_coils	25163	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	123	"710,26,1,26,3,3,33,0"	1	1	7	"710,26,2,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Upper_Kingsway_Sewers_morphos	25419	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	296	"710,26,1,26,3,3,33,0"	1	1	309	"710,26,2,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Lower_Kingsway_Sewers	25675	1	1	3	461	"26,1,0"	1	3	462	"26,1,0"	1	3	463	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Lower_Kingsway_Sewers_morphos	25931	1	0	1	309	"710,26,2,26,4,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	3	1	296	"710,26,1,26,2,3,33,0"	1	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Lower_Kingsway_Sewers_coils	26187	1	0	1	7	"710,26,2,26,4,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	3	3	35	"710,26,2,26,4,3,33,0"	3	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_Lower_Kingsway_Sewers_stalkers	26443	1	0	1	470	"710,26,1,26,2,3,33,0"	1	1	282	"710,26,1,26,3,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	4	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_CGSteamTunnels	26699	1	0	1	459	"26,1,0"	5	3	465	"26,1,0"	1	3	466	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_steamtunnels_big	26955	1	1	1	552	"710,26,1,26,2,3,33,0"	1	1	282	"710,26,1,26,2,3,33,0"	1	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_steamtunnels_small	27211	1	1	1	7	"710,26,2,26,4,3,33,0"	2	3	35	"710,26,2,26,5,3,33,0"	3	1	309	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_CGTrainDepot	27467	1	1	3	468	"26,1,0"	1	3	469	"26,1,0"	2	3	470	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_traindepot_coils	27723	1	0	1	7	"710,26,2,26,4,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	111	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_traindepot_morphos	27979	1	0	1	309	"710,26,2,26,4,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_traindepot_stalkers	28235	1	0	1	474	"710,26,2,26,3,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	605	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Bloomsbury	28491	1	1	3	472	"26,1,0"	1	3	473	"26,1,0"	1	3	474	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_bloomsbury_zombies	28747	1	0	1	35	"26,1,0"	1	1	296	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_bloomsbury_ravager_fangedrunts	29003	1	0	1	170	"710,26,1,26,2,3,33,0"	2	1	445	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_bloomsbury_stalkers	29259	1	0	1	459	"710,26,1,26,2,3,33,0"	1	1	472	"710,26,2,26,3,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_CG_approach	29515	1	1	3	476	"26,1,0"	1	3	477	"26,1,0"	1	3	478	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_approach_coils	29771	1	0	1	7	"710,26,2,26,4,3,33,0"	3	1	191	"26,1,0"	1	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_approach_morphos	30027	1	0	1	309	"710,26,2,26,4,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	3	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_CG_approach_stalkers	30283	1	0	1	474	"710,26,2,26,3,3,33,0"	3	1	229	"710,26,2,26,4,3,33,0"	1	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_StMartins	30539	1	1	3	480	"26,1,0"	1	3	481	"26,1,0"	2	3	482	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_stmartins_coils	30795	1	0	1	7	"710,26,2,26,4,3,33,0"	2	3	9	"26,1,0"	3	1	111	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_stmartins_morphos	31051	1	0	1	309	"710,26,2,26,4,3,33,0"	2	3	9	"710,26,1,26,2,3,33,0"	3	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_stmartins_stalkers	31307	1	0	1	474	"710,26,2,26,3,3,33,0"	2	3	9	"710,26,2,26,4,3,33,0"	3	1	605	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_level_Green_Park_Approach	16716	1	1	3	484	"26,1,0"	1	3	485	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	N_sc_GPapproach_summoner	16972	1	0	1	627	"26,1,0"	1	1	71	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
