"WARDROBE_TEXTURESET"	"texture_set"	"appearanceGroupFolder"	"appearanceGroup1"	"appearanceGroup2"	"folder"	"diffuse"	"normal"	"specular"	"lightMap"	"colorMask"	"undefined1"	"undefinedBool1"	"undefinedBool2"	"undefinedBool3"	"undefinedBool4"	"undefinedBool5"	"undefinedInt1"	"undefinedInt2"	"undefinedInt3"	"undefinedInt4"	"undefinedInt5"	"undefinedInt6"	"undefinedInt7"	"undefinedInt8"	"undefinedInt9"	"undefinedInt10"	"sizeDiffuseW"	"sizeDiffuseH"	"sizeNormalW"	"sizeNormalH"	"sizeSpecularW"	"sizeSpecularH"	"sizeLightMapW"	"sizeLightMapH"	"sizeColorMaskW"	"sizeColorMaskH"	"undefined2"	"undefined2a"
"3,62,0,-1,0,-1"	47	13	12	-1	"ong1_misc2"	"hf_ong1_misc2_helm_diffuse"	"hf_ong1_misc2_helm_normal"	"hf_ong1_misc2_helm_specular"		"hf_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	47	13	13	-1	"ong1_misc2"	"hf_ong1_misc2_helm_diffuse"	"hf_ong1_misc2_helm_normal"	"hf_ong1_misc2_helm_specular"		"hf_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	47	11	15	-1	"ong1_misc2"	"cm_ong1_misc2_helm_diffuse"	"cm_ong1_misc2_helm_normal"	"cm_ong1_misc2_helm_specular"		"cm_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	47	11	11	-1	"ong1_misc2"	"cm_ong1_misc2_helm_diffuse"	"cm_ong1_misc2_helm_normal"	"cm_ong1_misc2_helm_specular"		"cm_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	47	10	14	-1	"ong1_misc2"	"tm_ong1_misc2_helm_diffuse"	"tm_ong1_misc2_helm_normal"	"tm_ong1_misc2_helm_specular"	"tm_ong1_misc2_helm_glow"	"tm_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	47	10	10	-1	"ong1_misc2"	"tm_ong1_misc2_helm_diffuse"	"tm_ong1_misc2_helm_normal"	"tm_ong1_misc2_helm_specular"	"tm_ong1_misc2_helm_glow"	"tm_ong1_misc2_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	13	12	-1	"ong1_misc1"	"hf_ong1_misc1_helm_diffuse"	"hf_ong1_misc1_helm_normal"	"hf_ong1_misc1_helm_specular"		"hf_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	13	13	-1	"ong1_misc1"	"hf_ong1_misc1_helm_diffuse"	"hf_ong1_misc1_helm_normal"	"hf_ong1_misc1_helm_specular"		"hf_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	11	15	-1	"ong1_misc1"	"cm_ong1_misc1_helm_diffuse"	"cm_ong1_misc1_helm_normal"	"cm_ong1_misc1_helm_specular"		"cm_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	11	11	-1	"ong1_misc1"	"cm_ong1_misc1_helm_diffuse"	"cm_ong1_misc1_helm_normal"	"cm_ong1_misc1_helm_specular"		"cm_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	10	14	-1	"ong1_misc1"	"tm_ong1_misc1_helm_diffuse"	"tm_ong1_misc1_helm_normal"	"tm_ong1_misc1_helm_specular"	"tm_ong1_misc1_helm_glow"	"tm_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	46	10	10	-1	"ong1_misc1"	"tm_ong1_misc1_helm_diffuse"	"tm_ong1_misc1_helm_normal"	"tm_ong1_misc1_helm_specular"	"tm_ong1_misc1_helm_glow"	"tm_ong1_misc1_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	24	10	10	-1	"power_uber"	"tm_power_uber_diffuse"	"tm_power_uber_normal"	"tm_power_uber_specular"	"tm_power_uber_glow"	"tm_power_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	42	10	10	-1	"power_uber"	"tm_power_uber_helm_diffuse"	"tm_power_uber_helm_normal"	"tm_power_uber_helm_specular"	"tm_power_uber_helm_glow"	"tm_power_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	24	10	14	-1	"power_uber"	"tm_power_uber_diffuse"	"tm_power_uber_normal"	"tm_power_uber_specular"	"tm_power_uber_glow"	"tm_power_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	42	10	14	-1	"power_uber"	"tm_power_uber_helm_diffuse"	"tm_power_uber_helm_normal"	"tm_power_uber_helm_specular"	"tm_power_uber_helm_glow"	"tm_power_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	24	11	11	-1	"power_uber"	"cm_power_uber_diffuse"	"cm_power_uber_normal"	"cm_power_uber_specular"	"cm_power_uber_glow"	"cm_power_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	42	11	11	-1	"power_uber"	"cm_power_uber_helm_diffuse"	"cm_power_uber_helm_normal"	"cm_power_uber_helm_specular"	"cm_power_uber_helm_glow"	"cm_power_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	24	15	15	-1	"power_uber"	"cf_power_uber_diffuse"	"cf_power_uber_normal"	"cf_power_uber_specular"	"cf_power_uber_glow"	"cf_power_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	42	15	15	-1	"power_uber"	"cf_power_uber_helm_diffuse"	"cf_power_uber_helm_normal"	"cf_power_uber_helm_specular"	"cf_power_uber_helm_glow"	"cf_power_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	28	13	13	-1	"tech_uber"	"hf_tech_uber_diffuse"	"hf_tech_uber_normal"	"hf_tech_uber_specular"	"hf_tech_uber_glow"	"hf_tech_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	45	13	13	-1	"tech_uber"	"hf_tech_uber_helm_diffuse"	"hf_tech_uber_helm_normal"	"hf_tech_uber_helm_specular"	"hf_tech_uber_helm_glow"	"hf_tech_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	28	12	12	-1	"tech_uber"	"hm_tech_uber_diffuse"	"hm_tech_uber_normal"	"hm_tech_uber_specular"	"hm_tech_uber_glow"	"hm_tech_uber_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	45	12	12	-1	"tech_uber"	"hm_tech_uber_helm_diffuse"	"hm_tech_uber_helm_normal"	"hm_tech_uber_helm_specular"	"hm_tech_uber_helm_glow"	"hm_tech_uber_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
